id,Majority protein IDs,Gene names,Protein names,Reverse,Potential contaminant,Fasta headers,Only identified by site,FGFR2-APEX_UT_Proximal_R1,FGFR2-APEX_UT_Proximal_R2,FGFR2-APEX_UT_Proximal_R3,FGFR2-APEX_UT_Global_R1,FGFR2-APEX_UT_Global_R2,FGFR2-APEX_UT_Global_R3,FGFR2-APEX_FGF10_Proximal_R1,FGFR2-APEX_FGF10_Proximal_R2,FGFR2-APEX_FGF10_Proximal_R3,FGFR2-APEX_FGF10_Global_R1,FGFR2-APEX_FGF10_Global_R2,FGFR2-APEX_FGF10_Global_R3,GFP-APEX_UT_Proximal_R1,GFP-APEX_UT_Proximal_R2,GFP-APEX_UT_Proximal_R3,GFP-APEX_UT_Global_R1,GFP-APEX_UT_Global_R2,GFP-APEX_UT_Global_R3,GFP-APEX_FGF10_Proximal_R1,GFP-APEX_FGF10_Proximal_R2,GFP-APEX_FGF10_Proximal_R3,GFP-APEX_FGF10_Global_R1,GFP-APEX_FGF10_Global_R2,GFP-APEX_FGF10_Global_R3,RAB11-APEX_FGF10_Proximal_R1,RAB11-APEX_FGF10_Proximal_R2,RAB11-APEX_FGF10_Proximal_R3,RAB11-APEX_FGF10_Global_R1,RAB11-APEX_FGF10_Global_R2,RAB11-APEX_FGF10_Global_R3,FGFR2-APEX_UT_Proximal_medianNormalised,FGFR2-APEX_FGF10_Proximal_medianNormalised,RAB11-APEX_FGF10_Proximal_medianNormalised,Regulated
4058,P52597,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,NA,NA,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens (Human) OX=9606 GN=HNRNPF PE=1 SV=3,NA,8.527413337301914,8.552341921460533,8.564819336464604,8.340276816534189,8.345827270216564,8.361528250469815,8.565009756824296,8.62123751616265,8.611382534785948,8.324934858241622,8.392384596574876,8.360170201891618,8.592822237480545,8.60624604749678,8.598496038838126,8.636657458535,8.351812834226566,8.316742718335309,8.655415498764258,8.596877458472317,8.594275413535065,8.17511450334739,8.484727013754021,8.205263748077945,8.502634284160498,8.53070649118756,8.542866064521304,8.410694505753904,8.288988260670353,8.263317395253464,-0.32235749054369583,1.1214205045271912,-0.7990630139834726,
4061,P52701,MSH6,DNA mismatch repair protein Msh6,NA,NA,"sp|P52701|MSH6_HUMAN DNA mismatch repair protein Msh6 OS=Homo sapiens (Human) OX=9606 GN=MSH6 PE=1 SV=2;tr|A0A494C0M1|A0A494C0M1_HUMAN Isoform of P52701, DNA mismatch repair protein OS=Homo sapiens (Human) OX=9606 GN=MSH6 PE=1 SV=1;sp|P52701-3|MSH6-3_HUMAN",NA,8.524745752465082,8.549192248441667,8.548282398340332,8.687417300384077,8.661210008914091,8.665958661530693,8.52852449038215,8.589050845716562,8.553568864436322,8.623704140555759,8.683516659729673,8.664546172679833,8.63789994982714,8.647405319172323,8.650079884716012,8.748304777164394,8.768701671658492,8.760873567263433,8.620104553449966,8.63818931544112,8.5971503855997,8.81329203771511,8.771869882436995,8.744830685718833,8.599188719945655,8.652482310263014,8.623291851133965,8.642853666320477,8.62913454733667,8.634434630194573,-0.8585385356333155,-0.2394486750594488,1.0979872106927642,
4062,P52732,KIF11,Kinesin-like protein KIF11,NA,NA,sp|P52732|KIF11_HUMAN Kinesin-like protein KIF11 OS=Homo sapiens (Human) OX=9606 GN=KIF11 PE=1 SV=2,NA,7.511347103651013,7.524039701207649,7.4768576880125694,7.735915505623738,7.645860930983492,7.699058042793734,7.520282225007068,7.688414139571858,7.582585065408115,7.566287458374308,7.515331460758588,7.555842683247746,7.640412743230198,7.622025388747259,7.655937127241939,7.97328656322099,7.977388790776174,7.954453482200744,7.47801329388982,7.5246848732789715,7.538781303463961,7.856741913600847,7.891925478820037,7.93850582232896,7.51886581569986,7.479161710112029,7.559094273741176,7.513799341396013,7.347309106104543,7.378336091148562,-1.0863345828187416,0.8821479407523991,0.2041866420663514,+
4063,P52735-3,VAV2,Guanine nucleotide exchange factor VAV2,NA,NA,"sp|P52735-3|VAV2-3_HUMAN Isoform of P52735, Isoform 3 of Guanine nucleotide exchange factor VAV2 OS=Homo sapiens (Human) OX=9606 GN=VAV2 PE=1 SV=2;sp|P52735-2|VAV2-2_HUMAN Isoform of P52735, Isoform 2 of Guanine nucleotide exchange factor VAV2 OS=Homo sapi",NA,7.802320281179642,7.8189317226256465,7.827373525511849,7.706106757669224,7.77317069437907,7.734292151501227,7.680445474368364,7.636185644806003,7.595707863662694,7.640189573139874,7.693375946741255,7.745694466986849,7.953254259313337,7.938174000932245,7.976103336720465,7.759826443279455,7.7661383945950995,7.8037181284773505,7.729323068442881,7.760812269631741,7.807878162618547,7.809225692297619,7.80022717898611,7.8341623757879155,7.8275965469463715,7.876494970362474,7.960890170153189,7.722479926822609,7.769251320115201,7.833715117522654,-0.6001144132648282,-0.5542829002593701,1.154397313524192,
4066,P52758,HRSP12,Ribonuclease UK114,NA,NA,"sp|P52758|RIDA_HUMAN 2-iminobutanoate/2-iminopropanoate deaminase OS=Homo sapiens (Human) OX=9606 GN=RIDA PE=1 SV=1;tr|H0YBX3|H0YBX3_HUMAN Isoform of P52758, 2-iminobutanoate/2-iminopropanoate deaminase (Fragment) OS=Homo sapiens (Human) OX=9606 GN=RIDA PE",NA,7.101824668646432,7.0506730943355125,7.062069070214848,7.559438455283597,7.527412098201359,7.533408318554629,6.893675420147679,7.03621126215183,7.0576491664781145,7.579823187169994,7.455326480133169,7.534212092962358,4.3999060709893865,3.943880044036487,3.335377180277274,7.31832332001483,7.282279025860969,7.322476632100813,5.734274479374853,5.530601063917539,5.39946596462582,7.354770193810287,7.354981629033,7.32851422478268,5.639922318765215,5.405463232061967,4.7422503623029675,7.40287378483614,7.438793162746504,7.503947839802417,1.0781332621266215,-0.18098633026172117,-0.8971469318649009,+
4068,P52789,HK2,Hexokinase-2,NA,NA,"sp|P52789|HXK2_HUMAN Hexokinase-2 OS=Homo sapiens (Human) OX=9606 GN=HK2 PE=1 SV=2;tr|E9PB90|E9PB90_HUMAN Isoform of P52789, Hexokinase-2 OS=Homo sapiens (Human) OX=9606 GN=HK2 PE=1 SV=1",NA,8.100198135041827,8.120483818214984,8.076790403131369,7.83384510317666,7.928699017601955,7.781899312123934,8.13906544862127,7.943077358654856,8.068429574820467,7.873493289348523,7.8726330386392975,7.913014807487365,7.935509767389167,7.857220164176579,7.855973561301244,8.007151415484243,7.973596475975979,7.963459871845488,8.06041626825556,8.029449618156843,8.042455225262353,7.963011044545022,7.962247648940928,8.00917694312849,7.951141996835241,7.933013158017237,8.075559307273059,7.819192533471203,7.784577049357163,7.934950152245716,1.0860998297908868,-0.2035055587412722,-0.8825942710496197,+
4070,P52888,THOP1,Thimet oligopeptidase,NA,NA,"sp|P52888|THOP1_HUMAN Thimet oligopeptidase OS=Homo sapiens (Human) OX=9606 GN=THOP1 PE=1 SV=2;tr|K7EP46|K7EP46_HUMAN Isoform of P52888, Peptidase_M3 domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=THOP1 PE=1 SV=1",NA,7.98521348988179,7.939297505306642,7.971446280511594,8.250455041711591,8.275161274310289,8.281670881000611,7.971255032853319,8.035513880031127,8.121812084387885,8.19554011074726,8.238204309898437,8.272596164119696,7.976406568458416,7.969400176002327,7.9412307132402224,8.304899755319633,8.266699684856261,8.274814742751659,7.855260639970211,7.819634179878768,7.860744533301929,8.283945805949433,8.32962015956765,8.32476200358005,7.787605902625924,7.838083528867962,7.765227728786674,8.371606339091068,8.238957628676127,8.3430596750893,-0.28304272976149,1.111013556621808,-0.8279708268602977,
4072,P52907,CAPZA1,F-actin-capping protein subunit alpha-1,NA,NA,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens (Human) OX=9606 GN=CAPZA1 PE=1 SV=3,NA,8.185049945101811,8.136131100667304,8.113081191544612,8.192292609681708,8.210153867754437,8.199160556226975,8.07259306417781,8.069599476221951,8.141385052823466,8.20778577966942,8.27032543802669,8.218082543634655,8.116526018630225,8.179396437319554,8.183500891265112,7.981313970628709,8.147881212432067,8.070925370474823,8.2154470662698,8.07635169905452,8.16271949949423,8.127369578184517,8.177745334744467,8.103131787747648,7.969832839853991,8.044804351013406,8.000319108372423,8.053533434109463,8.073686970857842,8.170042616172642,0.9222858310978728,0.1405560410041687,-1.0628418721020263,+
4074,P53004,BLVRA,Biliverdin reductase A,NA,NA,sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens (Human) OX=9606 GN=BLVRA PE=1 SV=2,NA,8.434343910353029,8.473544139214491,8.447873523653378,8.233261397377037,8.19543927932785,8.227650204584295,8.448868262931187,8.322309097054854,8.34332085548639,8.167546876943234,8.18553189256761,8.176968625034878,8.653105542168001,8.641062361119282,8.61055831070022,8.15953824636058,8.278192433394361,8.324723772386092,8.60666938024997,8.623470410044412,8.701860706649782,8.263915216711682,8.145625153785579,8.24021799069242,8.693196839403374,8.614216255750232,8.574277343443997,8.254999300280149,8.230994067859108,8.265578657310497,-0.231892101992902,-0.8636811943244377,1.0955732963173328,
4075,P53007,SLC25A1,"Tricarboxylate transport protein, mitochondrial",NA,NA,"sp|P53007|TXTP_HUMAN Tricarboxylate transport protein, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SLC25A1 PE=1 SV=2;tr|B4DP62|B4DP62_HUMAN Isoform of P53007, Solute carrier family 25 (Mitochondrial carrier citrate transporter), member 1, isoform CRA_",NA,7.950841735138118,7.978715313620941,7.938539232642434,7.920569462813076,7.959722946476819,7.9294051013440034,8.296188402544049,8.36664654285926,8.317244396905444,8.059805815574112,8.009939702491987,7.839080955820693,8.450162251126663,8.526554019564063,8.510169374558851,8.168578845603484,8.122975635742513,8.140374844698883,8.34438985260194,8.406641006370776,8.44472094349831,8.107950390681804,8.181002438062125,8.116392850161098,8.338665229110704,8.410425477555348,8.415423092592217,8.155500601665564,8.179977587144183,8.07836179273888,-1.140496042174825,0.41387800050267815,0.7266180416721467,+
4077,P53355,DAPK1,Death-associated protein kinase 1,NA,NA,"sp|P53355|DAPK1_HUMAN Death-associated protein kinase 1 OS=Homo sapiens (Human) OX=9606 GN=DAPK1 PE=1 SV=6;sp|P53355-3|DAPK1-3_HUMAN Isoform of P53355, Isoform 3 of Death-associated protein kinase 1 OS=Homo sapiens (Human) OX=9606 GN=DAPK1 PE=1 SV=6;sp|P53",NA,6.783414261100848,6.86524684901263,6.764445390775576,7.032082457662098,6.959733778045324,6.983812801324939,6.90943100198477,6.932288137284633,6.858045836215123,6.924905300827626,7.007649921184661,6.969072029313269,7.194244957386372,7.156781442247348,7.143880855736311,6.429875417800955,6.528953257242909,6.473338672139923,7.051748340499815,6.924482628273963,7.047864857272881,6.358556159954259,6.330511667220677,6.412428424171687,7.212342687661517,7.257326403963817,7.139703596912703,6.847153489069703,6.888641858681347,6.816230485581945,-0.9508295487605816,-0.0919848880295619,1.0428144367901404,
4084,P53597,SUCLG1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",NA,NA,"sp|P53597|SUCA_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SUCLG1 PE=1 SV=4;tr|A0A494C0D1|A0A494C0D1_HUMAN Isoform of P53597, CoA_binding domain-containing protein OS=Homo sapiens (Human) OX",NA,7.8245317856313426,7.897509088357397,7.979294545894609,7.536235784296235,7.541667155923042,7.582109564334195,7.818890832445734,7.868037524139622,7.993986405700921,7.569460063425244,7.596230207618675,7.513414727301313,8.381516636515741,8.40801793173988,8.417576350526556,7.609756331575274,7.619696772827353,7.553912252938061,8.407362887102627,8.505557459273124,8.523512680339172,7.419387819757764,7.341766452107088,7.6090462625218285,8.237846371857877,8.260058959953223,8.426319940061529,7.574383170597139,7.54404897612437,7.868949216716907,-0.248835321272139,-0.8520866850611468,1.1009220063332812,
4085,P53602,MVD,Diphosphomevalonate decarboxylase,NA,NA,"sp|P53602|MVD1_HUMAN Diphosphomevalonate decarboxylase OS=Homo sapiens (Human) OX=9606 GN=MVD PE=1 SV=1;tr|H3BP35|H3BP35_HUMAN Isoform of P53602, MDD_C domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MVD PE=1 SV=1",NA,6.930084935764174,7.154333798572755,7.127120064030479,7.504891159728564,7.555006957326971,7.488485688345985,7.465950127253784,7.488394581746631,7.364623418164765,7.8026965482320705,7.865408555450142,7.765914429461112,6.609843872474563,6.660481609763519,6.789617192519731,7.110939725991341,7.472661012938074,7.476998122301502,6.911468438451272,6.607545352065063,6.5083057905696124,7.571923867326942,7.092573421504872,7.52124672160187,6.095886399503877,6.4853369033836925,5.0251313993688385,7.04497066668243,7.038110924119301,7.101293197904696,0.2737598688293719,0.8346094637075464,-1.1083693325369153,
4086,P53609,PGGT1B,Geranylgeranyl transferase type-1 subunit beta,NA,NA,"sp|P53609|PGTB1_HUMAN Geranylgeranyl transferase type-1 subunit beta OS=Homo sapiens (Human) OX=9606 GN=PGGT1B PE=1 SV=2;sp|P53609-2|PGTB1-2_HUMAN Isoform of P53609, Isoform 2 of Geranylgeranyl transferase type-1 subunit beta OS=Homo sapiens (Human) OX=960",NA,7.148417633578777,7.11007133583864,7.092800146364067,7.3179411255255324,7.32095677347899,7.356038166736243,7.372963513178504,7.406704664453188,7.312426713240936,7.296785326145804,7.383089433123431,7.40707714962376,6.929396500934524,6.9732650325845125,6.89780476595683,7.102784288915883,7.6352238209203955,7.502686806743864,7.215240401820611,6.836671775800818,6.77663651384788,7.598143418534315,7.322196071512305,7.582834300061328,6.845138647189853,6.813256977323617,6.839867407366898,7.355799834204274,7.377586566992754,7.285389431668269,-0.22445356903992775,1.0931525954297003,-0.8686990263897781,
4092,P53675-2,CLTCL1,Clathrin heavy chain 2,NA,NA,"sp|P53675-2|CLH2-2_HUMAN Isoform of P53675, Isoform 2 of Clathrin heavy chain 2 OS=Homo sapiens (Human) OX=9606 GN=CLTCL1 PE=1 SV=2;sp|P53675|CLH2_HUMAN Clathrin heavy chain 2 OS=Homo sapiens (Human) OX=9606 GN=CLTCL1 PE=1 SV=2;tr|A0A087WX41|A0A087WX41_HUM",NA,6.410862763659545,6.455742371354511,6.391073335101174,6.730488442705483,6.649742685978802,6.701528825215034,6.425541711395213,6.485884527788585,6.533788012792558,6.701988360392264,6.674879282514931,6.657634025383785,6.664375330129948,6.772476179834845,6.794334294361717,6.498199388708352,6.6320266690205445,6.683299355733711,6.60059245690629,6.5753551129842,6.792875799526798,6.544426951688816,6.452038344516638,6.454770642715141,6.60839039501573,6.648763716400156,6.585959185920675,6.619722521067528,6.652561111384106,6.635000164080111,-1.088218103212244,0.20969012289416067,0.8785279803180873,+
4101,P53999,SUB1,Activated RNA polymerase II transcriptional coactivator p15,NA,NA,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens (Human) OX=9606 GN=SUB1 PE=1 SV=3,NA,8.06153781734727,8.203321942929238,8.089696240693847,8.675138427509797,8.67393285435867,8.62366441199405,7.969985042380345,8.015915822843274,7.950919966245736,8.595955213569418,8.667433343011298,8.607047291443118,5.323133573229184,6.3815075144007025,6.385038791886502,8.499633568143745,8.556528505830144,8.61034520462241,5.620122365533463,6.377446645630686,6.063554347316011,8.615977593997156,8.421943160835118,8.518567884854274,6.0093870877717865,6.4684096929209085,6.193716123137908,8.38227645585716,8.61289300256147,8.633344836725026,0.4224935230987983,0.719411294454349,-1.141904817553146,
4104,P54136,RARS,"Arginine--tRNA ligase, cytoplasmic",NA,NA,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=RARS1 PE=1 SV=2",NA,8.796957213100466,8.825988312358982,8.745309693985792,8.997185354050748,9.025225075103902,9.024908095636004,8.942129303017389,8.975317670842806,8.99823412861227,9.059872928304207,9.058464247513124,9.086321965482789,8.869005217347244,8.880555628290182,8.879067997384423,8.936063774169238,8.946645147087645,8.958719631654894,8.85421792406029,8.875874509485804,8.840829396069282,8.982469872395933,8.935474203269123,9.016391043115128,8.909001361094386,8.883600087031551,8.947341669744226,8.924482816750952,8.899722924473028,8.935929411599037,-1.0938422961442231,0.8672830892799401,0.22655920686429248,+
4106,P54198-2,HIRA,Protein HIRA,NA,NA,"sp|P54198-2|HIRA-2_HUMAN Isoform of P54198, Isoform Short of Protein HIRA OS=Homo sapiens (Human) OX=9606 GN=HIRA PE=1 SV=2;sp|P54198|HIRA_HUMAN Protein HIRA OS=Homo sapiens (Human) OX=9606 GN=HIRA PE=1 SV=2",NA,5.884353043330964,5.989673288370851,5.860715133944675,6.199205510291622,6.233025629143495,6.243877493626509,5.797006239905232,5.911645967856588,5.951076002607239,6.264475215497265,5.989806751555668,6.138755184690331,3.2882397948807367,4.297249983633845,5.9879763570505284,6.034696593903665,6.090574173796166,6.288574362539349,6.0725119480075715,6.031138772132599,4.576775498243373,5.888723547784288,5.777594401538688,5.879188819958682,5.880579283405831,5.835866014993987,5.921533197602004,5.939138230815228,6.073548920361416,6.071449234958235,1.154625669336643,-0.5659254389308752,-0.5887002304057688,+
4107,P54253,ATXN1,Ataxin-1,NA,NA,sp|P54253|ATX1_HUMAN Ataxin-1 OS=Homo sapiens (Human) OX=9606 GN=ATXN1 PE=1 SV=2,NA,6.063020904350859,6.18928050408256,5.215560577275706,3.7037715364911863,5.340249171497135,5.079025271318139,2.237382482348571,5.191404425578824,3.823883751622822,5.623418430829787,6.056318709349414,5.864634795388863,4.270651055094529,4.449001467617954,5.799785287665509,5.94326682570667,5.948117574316142,5.433201579143541,6.0604047916393755,3.261767151088817,6.079590984197488,5.602103552993186,5.967775020781743,5.145132198083349,4.423181440927147,5.71477901659305,5.916348774446665,5.842159913490161,5.499837784169258,6.456870097667655,1.045329484926394,-0.9474761134946704,-0.09785337143172368,+
4109,P54278,PMS2,Mismatch repair endonuclease PMS2,NA,NA,"sp|P54278|PMS2_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens (Human) OX=9606 GN=PMS2 PE=1 SV=2;tr|A0A2R8Y6S3|A0A2R8Y6S3_HUMAN Isoform of P54278, Mismatch repair endonuclease PMS2 OS=Homo sapiens (Human) OX=9606 GN=PMS2 PE=1 SV=1;tr|C9J167|C9J167_",NA,6.614898208801697,6.535559934482168,6.399011165254027,6.420527103103177,6.490187003353516,6.289605241498077,4.574904884148374,5.622942382437608,4.128688915055896,6.033418669750129,5.717229913315591,5.179259274449693,6.788072726084083,6.737733563063731,6.697598388012454,6.135928110881363,6.292175789860679,6.470273985469821,6.998502519618238,6.901582578076474,6.89314702366892,6.532460762917372,6.366500930545348,6.5567219947822455,6.677529801541964,6.735509771229626,6.6776559070241275,6.623597272456103,6.618357019673635,6.542197736531629,0.5842428813578584,-1.1546729995361378,0.5704301181782794,
4110,P54289-4,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1,NA,NA,"sp|P54289-4|CA2D1-4_HUMAN Isoform of P54289, Isoform 4 of Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens (Human) OX=9606 GN=CACNA2D1 PE=1 SV=3;sp|P54289-5|CA2D1-5_HUMAN Isoform of P54289, Isoform 5 of Voltage-dependent calcium ch",NA,6.845904827102759,6.98161661063543,6.811867107049621,7.288189021217479,7.435665404689256,7.422482293409663,7.177730763696126,7.238048249288451,7.154441424943098,7.255750122806781,7.409088915430978,7.366769924683307,6.2032450214377315,6.208618187441674,6.588752313612902,7.547765837091195,7.511656537661519,7.4448031279005775,6.005496118877441,5.657827506957997,4.351526846710772,7.484358309797659,7.38831356865158,7.415756451799621,6.432585660807072,6.14877283052928,5.82326486725095,7.363724692154542,7.350894709073815,7.403596047549447,-0.49676750419853305,1.1511110282349062,-0.6543435240363711,
4111,P54577,YARS,"Tyrosine--tRNA ligase, cytoplasmic",NA,NA,"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=YARS1 PE=1 SV=4;tr|A0A0C4DGZ5|A0A0C4DGZ5_HUMAN Isoform of P54577, Tyrosine--tRNA ligase OS=Homo sapiens (Human) OX=9606 GN=YARS1 PE=1 SV=1",NA,8.500091692894664,8.528717066675496,8.450116144894592,8.701578008121285,8.697593571160997,8.742068871113112,8.552362034345556,8.475709203093453,8.50979762707962,8.738338376229752,8.710224287113752,8.658231809485025,8.186733732641832,8.21085021152684,8.187529216798977,9.032015498025055,9.040583340536235,9.014275895287966,8.387209351668654,8.445213572989923,8.311462807101258,8.942286074795316,9.077770782436131,9.126961851214729,8.508598729981232,8.43188478796105,8.369873431728632,8.653723234484822,8.640888481217758,8.574568874794021,1.1104112551873626,-0.28090627785890826,-0.8295049773284544,+
4116,P54709,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,NA,NA,sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens (Human) OX=9606 GN=ATP1B3 PE=1 SV=1,NA,8.003685076802377,7.968294669864404,7.941190879930694,8.451153906697693,8.443031040067297,8.426233530025677,7.947724085659273,7.972806777217126,7.936060048328665,8.454512655932723,8.424669234252287,8.52849247102034,7.815800857569776,7.720285193423848,7.856591377819986,8.438778459936717,8.55580302613242,8.557765550636129,7.406354652358243,7.63835939479912,7.586057828630969,8.61166759794749,8.44711331880352,8.580660006069516,7.841306031498596,7.673418136037713,7.6394575694677505,8.556662871311351,8.595044863450742,8.578781190420306,-0.35395578485473045,1.1288373761621775,-0.7748815913074473,
4118,P54725-3,RAD23A,UV excision repair protein RAD23 homolog A,NA,NA,"sp|P54725-3|RD23A-3_HUMAN Isoform of P54725, Isoform 3 of UV excision repair protein RAD23 homolog A OS=Homo sapiens (Human) OX=9606 GN=RAD23A PE=1 SV=1",NA,7.155115697358373,7.126226118854421,7.198832873262225,7.546373068346805,7.560617503607253,7.577454076111675,6.813847601121343,7.02570003668331,6.854499995192778,7.58820591369834,7.547636818471455,7.601639410026555,7.0022047684776565,6.73339715120571,6.85105602357937,7.281186538293615,7.603554452048199,7.663921475453326,5.6904840953075135,6.684277388411659,2.573749983109524,7.636454430571956,7.462032555815934,7.708772166514443,2.6088995205850303,4.14182660722729,3.874691738897089,7.622209140011725,7.490303248484548,7.512799173724161,0.25255955466240226,0.8495072145433303,-1.1020667692057329,
4119,P54727,RAD23B,UV excision repair protein RAD23 homolog B,NA,NA,"sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens (Human) OX=9606 GN=RAD23B PE=1 SV=1;tr|Q5W0S5|Q5W0S5_HUMAN Isoform of P54727, Ubiquitin-like domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=RAD23B PE=",NA,7.872672781840916,7.863707775800715,7.740388906070486,8.357523910496345,8.273706926464692,8.279174908885421,7.712256358166012,7.413432403370443,7.413560427997418,8.281893346256558,8.181759102443658,8.195372970590181,7.01233772297702,6.398868387921996,6.7108959692975345,8.064522914733933,8.101458920858914,8.163856255070472,6.289326787961167,6.553768753094003,6.502409405326304,8.266186022806954,8.120439628905428,8.2372894252215,6.567310166615849,5.761328645762887,4.938069530130302,8.262874923037396,8.236453673603158,8.200811262365084,0.6754436385449475,0.4733465615449948,-1.1487902000899437,+
4123,P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase,NA,NA,"sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens (Human) OX=9606 GN=ALDH18A1 PE=1 SV=2;sp|P54886-2|P5CS-2_HUMAN Isoform of P54886, Isoform Short of Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens (Human) OX=9606 GN=ALD",NA,8.555173921638653,8.595564085847265,8.546031540981122,8.573049134064156,8.617801949854098,8.61119796487882,8.5588464809754,8.624136908934073,8.650411300669221,8.56285408094936,8.540901762496766,8.603413194813262,8.919059250519627,8.930520803881471,8.934787073260829,8.590555441905163,8.625540603533732,8.638879222752669,8.893723207879164,8.94054388379285,8.897775582273423,8.626162289825807,8.590853958813955,8.673358759335,8.935526532712185,8.91291151538826,8.852600102080384,8.623170602934634,8.563185942999388,8.630002867568528,-0.8075929512140466,-0.3109378938352472,1.118530845049294,
4125,P55010,EIF5,Eukaryotic translation initiation factor 5,NA,NA,"sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens (Human) OX=9606 GN=EIF5 PE=1 SV=2;tr|H0YLZ1|H0YLZ1_HUMAN Isoform of P55010, eIF2B_5 domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=EIF5 PE=1 SV=1;tr|H0Y",NA,7.839932275156571,7.665211852802638,7.642540614650683,8.027970917226327,8.2182791310051,8.163645668693816,7.572311085193116,7.624714311412135,7.533139127579613,8.173832033077218,8.088814883475067,8.320862087594003,7.521354510555425,7.475410639299862,7.596758997532067,8.22341262591972,8.08457637678856,8.11829860457079,7.18598803674756,7.148289248000045,7.269300501882433,8.130562817149375,8.08853014872912,8.083653862397856,6.934512283059899,7.110306645233766,6.8168428511770935,8.045068108729255,7.991987443579506,8.103141837255347,0.14521486169516515,0.919453294590706,-1.0646681562858686,
4126,P55011,SLC12A2,Solute carrier family 12 member 2,NA,NA,"sp|P55011|S12A2_HUMAN Solute carrier family 12 member 2 OS=Homo sapiens (Human) OX=9606 GN=SLC12A2 PE=1 SV=1;sp|P55011-3|S12A2-3_HUMAN Isoform of P55011, Isoform 2 of Solute carrier family 12 member 2 OS=Homo sapiens (Human) OX=9606 GN=SLC12A2 PE=1 SV=1;tr",NA,7.6573818691121796,7.609361198861014,7.662088778338283,7.854673440049515,7.89943181015067,7.89225630786768,7.839938013365515,7.741584126784342,7.707685068248797,7.865738568297632,7.919419353229956,7.889005884607892,7.658561450653048,7.6815395345430355,7.652236550467379,7.927416400321933,8.0016101531175,8.030932672711767,7.608687057455701,7.61421639877529,7.60874837356971,8.01126919979743,8.015461076333082,7.966955155374273,7.512296392151586,7.573832419445418,7.57973392918561,7.90762990733779,7.898212568883201,7.805704637941305,-0.37666475127123905,1.1336327241293382,-0.7569679728580802,
4128,P55036,PSMD4,26S proteasome non-ATPase regulatory subunit 4,NA,NA,"sp|P55036|PSMD4_HUMAN 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens (Human) OX=9606 GN=PSMD4 PE=1 SV=1;sp|P55036-2|PSMD4-2_HUMAN Isoform of P55036, Isoform Rpn10E of 26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens (Human) OX",NA,8.014163251111391,7.993253737308591,8.048637867832838,8.112235242256725,8.21215231817364,8.166579340945464,7.807805648437013,7.911163141368098,7.903914029142495,8.17705541821594,8.167564754114846,8.143242701607846,7.979923254139192,7.895509812048382,7.929499623375508,8.047199740173966,8.15996731008383,8.189619229753106,7.70694346208104,8.003862030959024,7.967465534822259,8.233728696556778,7.997563760910469,8.267732339498728,7.911321154797834,7.897287633468873,7.95736167908383,8.13032829988789,7.991322913807908,8.049079110070714,1.1535709397934717,-0.6210072422266596,-0.5325636975668224,+
