Gene names,id,Majority protein IDs,Sequence length,Protein names,Reverse,Potential contaminant,Fasta headers,Razor + unique peptides,Unique + razor sequence coverage [%],Only identified by site,R2M_GFPA_C_A_01,R2M_GFPA_C_A_02,R2M_GFPA_C_A_03,R2M_GFPA_C_T_01,R2M_GFPA_C_T_02,R2M_GFPA_C_T_03,R2M_GFPA_F_A_01,R2M_GFPA_F_A_02,R2M_GFPA_F_A_03,R2M_GFPA_F_T_01,R2M_GFPA_F_T_02,R2M_GFPA_F_T_03,R2M_R11A_F_A_01,R2M_R11A_F_A_02,R2M_R11A_F_A_03,R2M_R11A_F_T_01,R2M_R11A_F_T_02,R2M_R11A_F_T_03,R2A_R11G_C_A_01,R2A_R11G_C_A_02,R2A_R11G_C_A_03,R2A_R11G_C_T_01,R2A_R11G_C_T_02,R2A_R11G_C_T_03,R2A_R11G_F_A_01,R2A_R11G_F_A_02,R2A_R11G_F_A_03,R2A_R11G_F_T_01,R2A_R11G_F_T_02,R2A_R11G_F_T_03,cl_name
MET,3128,P08581,1390,Hepatocyte growth factor receptor,,,"sp|P08581|MET_HUMAN Hepatocyte growth factor receptor OS=Homo sapiens (Human) OX=9606 GN=MET PE=1 SV=4;sp|P08581-2|MET-2_HUMAN Isoform of P08581, Isoform 2 of Hepatocyte growth factor receptor OS=Homo sapiens (Human) OX=9606 GN=MET PE=1 SV=4",31,25.8,,7.626325675610827,7.646221156031959,7.622230875368209,7.580664477355314,7.625004155718266,7.617481934986917,7.582754211173289,7.5911833638767785,7.587781053843246,7.58137593247281,7.604940464298472,7.573324103022105,7.614884859863724,7.614722495921174,7.613676878733493,7.615326500825814,7.466512485999867,7.555424667677869,7.600667065356718,7.615560594028236,7.574658827231434,7.648084806427357,7.655779810386602,7.675286542493764,7.877726521204013,7.770888322864399,7.729037888833806,7.633958029410911,7.6312884675677415,7.620505687399909,FGFR2_F_unique
METTL13,6117,Q8N6R0,699,Methyltransferase-like protein 13,,,"sp|Q8N6R0|EFNMT_HUMAN eEF1A lysine and N-terminal methyltransferase OS=Homo sapiens (Human) OX=9606 GN=EEF1AKNMT PE=1 SV=1;sp|Q8N6R0-3|EFNMT-3_HUMAN Isoform of Q8N6R0, Isoform 3 of eEF1A lysine and N-terminal methyltransferase OS=Homo sapiens (Human) OX=96",22,35.1,,7.8660979999334835,7.845844893679395,7.8366972786786935,7.54565766459385,7.667775489447399,7.642512470975831,7.791852950986303,7.734971262205052,7.780931662309275,7.637090861145436,7.566776387964175,7.617414850866959,7.922918177111402,7.92372068803466,7.858178144833724,7.757312487495495,7.73955091733847,7.773499076992378,7.67517884802853,7.670765960237376,7.559223880948374,7.7395273244017755,7.778383522079697,7.725561699629559,7.67952016984354,7.79827155962395,7.779475519838991,7.72805020174604,7.762647249405379,7.815312920982144,RE_Profile
METTL5,1037,B8ZZE3,198,Methyltransferase-like protein 5,,,"tr|B8ZZE3|B8ZZE3_HUMAN Isoform of Q9NRN9, MTS domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=METTL5 PE=1 SV=1;tr|B8ZZC8|B8ZZC8_HUMAN Isoform of Q9NRN9, MTS domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=METTL5 PE=1 SV=1;sp|Q9NRN",5,24.7,,6.44246947447608,6.490865995188304,6.359556701243425,6.672844040231264,6.555842753301419,6.513951596905883,6.468324038964818,6.356891600961497,6.510015203384466,6.698169536254492,6.796705286618296,6.662409582414413,6.114937739539525,5.348154280758558,4.910057666239644,6.584844993544144,6.59990392508685,6.5435874153507685,6.682762047738403,6.706524272054071,6.647409120388548,6.850684585636688,6.837240039126912,6.867592763245809,6.780498950289033,6.782147312584283,6.572303030038028,6.896385940268259,6.770855674203403,6.765310811672693,Receptor_profile
METTL7A,7507,Q9H8H3,244,Methyltransferase-like protein 7A,,,"sp|Q9H8H3|MET7A_HUMAN Methyltransferase-like protein 7A OS=Homo sapiens (Human) OX=9606 GN=METTL7A PE=1 SV=1;tr|H0YI09|H0YI09_HUMAN Isoform of Q9H8H3, Methyltransf_11 domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=METTL7A PE=1 SV=1",10,41.4,,8.147038290465408,8.092378873713654,8.146738076658222,7.647714573176027,7.449687307475597,7.5331120737455,8.134830785591088,8.141588653719472,8.163497811129316,7.5670326559508805,7.6102601396095215,7.466251048680268,7.976916034875685,7.944647983499738,7.89216462758119,7.520251978780518,7.483473867706532,7.575997220810784,7.568450885282851,7.684352799653535,7.682167511121715,7.36104096431402,7.33891328622841,7.3757245358505905,7.501536802320829,7.592982259722472,7.244633457084365,7.337554853004035,7.363843935912065,7.453411216628879,RAB11_unique
MFAP1,4132,P55081,439,Microfibrillar-associated protein 1,,,sp|P55081|MFAP1_HUMAN Microfibrillar-associated protein 1 OS=Homo sapiens (Human) OX=9606 GN=MFAP1 PE=1 SV=2,15,43.1,,5.400268846959031,5.957625401614916,5.728735863458502,7.1184977901697915,7.098858286817024,7.136489837580581,5.8691490674836455,5.599245887619576,4.141437929976665,7.032559122084293,7.037742664738428,7.097188470420369,5.249059011671674,5.528828281937741,4.553378696590698,7.247352125488337,7.108796974136063,7.180701345167289,6.9846209681681914,7.080922678024016,7.071357222609197,7.225598490150776,7.241824440639198,7.20580187784492,6.923974355920578,6.981070383196507,6.977664850401846,7.286881633032379,7.236287348586745,7.214721588201347,Receptor_profile
MFN1,5941,Q8IWA4,741,Mitofusin-1,,,"sp|Q8IWA4|MFN1_HUMAN Mitofusin-1 OS=Homo sapiens (Human) OX=9606 GN=MFN1 PE=1 SV=3;sp|Q8IWA4-3|MFN1-3_HUMAN Isoform of Q8IWA4, Isoform 3 of Mitofusin-1 OS=Homo sapiens (Human) OX=9606 GN=MFN1 PE=1 SV=3;tr|H7C5H5|H7C5H5_HUMAN Isoform of Q8IWA4, Dynamin-type",11,17.4,,7.503495070501973,7.505030991123947,7.488426080236573,7.228698895549185,7.329992132414694,7.349936796323738,7.299597733918087,7.273876084720949,7.468641327535341,7.305635499016187,7.343611980444609,7.336143027857304,7.34906816483356,7.59595974899136,7.536465012047816,7.283888619496492,7.405631752584259,7.250490019898932,7.128684539543698,7.1873979508083945,7.256435784983251,7.198080711908853,7.174244890556852,7.27095692903222,7.292852901850188,7.341115454127773,7.371632022207496,7.368845506174195,7.337971345452695,7.4228590679889415,RE_Profile
MFN2,2835,O95140,757,Mitofusin-2,,,sp|O95140|MFN2_HUMAN Mitofusin-2 OS=Homo sapiens (Human) OX=9606 GN=MFN2 PE=1 SV=3,16,25.9,,7.508719114805632,7.4766259149332885,7.433136944023915,7.262965933845256,7.2976971618550435,7.290661235244324,7.339204269088577,7.349803823272479,7.352809593032852,7.312121921246196,7.346514531876859,7.420563040201567,7.29250965815726,7.314815279021654,7.384433851397072,7.1802243346607595,7.068747166979401,7.067024456027832,7.13389238006863,7.11247579704135,6.978095059650508,7.153054758979506,7.1688352126787604,7.162410061754481,7.19941459937871,7.22533786476953,7.275576942829441,7.123625878962438,7.164034409619682,7.204186974249422,RE_Profile
MFSD12,5515,Q6NUT3-2,471,Major facilitator superfamily domain-containing protein 12,,,"sp|Q6NUT3-2|MFS12-2_HUMAN Isoform of Q6NUT3, Isoform 2 of Major facilitator superfamily domain-containing protein 12 OS=Homo sapiens (Human) OX=9606 GN=MFSD12 PE=1 SV=2;sp|Q6NUT3-4|MFS12-4_HUMAN Isoform of Q6NUT3, Isoform 4 of Major facilitator superfamily",6,16.3,,7.452234170510445,7.517659793702212,7.165954426891343,7.0194025475291095,7.000428933958468,7.057566719904229,7.712878413691455,7.300321980604352,7.27925085344817,7.2217672151437045,6.9752322796748825,7.056167907109239,6.804712834247825,7.11332675933483,6.885188797772506,7.3401195237792,7.4044811529652055,7.452742772472998,4.655846282537501,5.993185858647177,4.6644154652271315,7.04216004786411,7.004626986854534,7.173667888828342,6.807037022440536,6.954226329970695,6.822077878643969,7.272107730307343,7.133547805945267,7.243306217413149,RE_Profile
MGAT1,3535,P26572,445,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",,,"sp|P26572|MGAT1_HUMAN Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens (Human) OX=9606 GN=MGAT1 PE=1 SV=2;tr|D6RF69|D6RF69_HUMAN Isoform of P26572, Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",6,13.7,,7.238162131548225,7.240081782483194,7.208540627305918,7.202228945935309,7.131304191545584,7.10440483997781,6.986973086589449,7.18138571528492,7.096461101109237,7.066958256785186,7.093730735194403,7.063011729210994,7.3087832848263306,7.093759043172008,7.134391412461324,6.839157238201913,6.8831969655982554,6.867848595180487,6.909549044740412,7.00680563147914,7.105594650334501,6.913496514651056,6.998703534729144,6.928397303990461,7.069914070940287,7.200715140879412,7.2278744270242505,7.011762781227595,7.018316936942173,7.0865786305139205,RE_Profile
MGAT2,4587,Q10469,447,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",,,"sp|Q10469|MGAT2_HUMAN Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens (Human) OX=9606 GN=MGAT2 PE=1 SV=1",6,12.3,,4.8312225225896555,5.869303578828266,4.944048895841807,5.162897307734449,4.749238404198934,6.489458110543277,6.212221235442156,3.9199817077951753,5.127729248459975,6.685425238483306,6.460826670777804,6.624772367276555,5.394307789154881,4.939365729489239,4.800634057801183,6.73518738705403,6.595164313399106,6.630101712263801,6.068144768100767,5.247871484642957,6.184757975771479,6.56858369700104,6.236027302285788,6.695710756965021,6.498919821989973,6.383324628458101,6.317886232262684,6.456657463598026,6.67533649891715,6.528248849359184,Receptor_profile
MGST1,3194,P10620,155,Microsomal glutathione S-transferase 1,,,"sp|P10620|MGST1_HUMAN Microsomal glutathione S-transferase 1 OS=Homo sapiens (Human) OX=9606 GN=MGST1 PE=1 SV=1;tr|F5H7F6|F5H7F6_HUMAN Isoform of P10620, Microsomal glutathione S-transferase 1 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MGST1 PE=1 SV=1;t",9,58.1,,8.677156924010983,8.687537877961635,8.636205144568917,8.152437385654528,8.045211503710824,7.90350359732986,8.684550551501637,8.674435875299517,8.716669063543032,7.906718486345432,8.013811469507623,8.027768728573388,8.587067925745316,8.656723633466349,8.571620555980559,7.890914238872535,7.806511430299477,8.028709562661325,7.8952331568576355,7.970892307433297,7.919668551344795,7.827319217783887,7.888698143742242,7.909779694005294,8.237544443488565,8.252125358563617,8.055194053634903,7.983441311553566,8.089419086810008,7.997708370841081,RE_Profile
MGST3,2343,Q5VV89,166,Microsomal glutathione S-transferase 3,,,"tr|Q5VV89|Q5VV89_HUMAN Isoform of O14880, Microsomal glutathione S-transferase 3 OS=Homo sapiens (Human) OX=9606 GN=MGST3 PE=1 SV=1;sp|O14880|MGST3_HUMAN Microsomal glutathione S-transferase 3 OS=Homo sapiens (Human) OX=9606 GN=MGST3 PE=1 SV=1;tr|Q5VV87|Q5",5,31.3,,8.464764920317503,8.35868756815611,8.495294829831801,7.966053571558933,7.862249394822181,7.79643552891853,8.326094778140023,8.343745491128695,8.176299777540406,7.841705208447497,7.864730957101819,7.7662137360383054,8.326013005496437,8.32908314487527,8.222090174918451,7.844532811440566,7.885322924562495,7.803889408253779,7.894052144198292,7.881400286056625,7.899199525075526,7.733370082743447,7.715262227465199,7.783982462249763,8.04876682060557,7.957341238931331,8.003059298242096,7.900054269008601,7.992780732326185,7.984356100575492,RE_Profile
MIA2,1733,G3V599,1339,Melanoma inhibitory activity protein 2,,,"tr|G3V599|G3V599_HUMAN Isoform of Q96PC5, SH3 domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=MIA2 PE=1 SV=1;sp|Q96PC5-11|MIA2-11_HUMAN Isoform of Q96PC5, Isoform 10 of Melanoma inhibitory activity protein 2 OS=Homo sapiens (Human) OX=9606 GN=",26,23.2,,7.325578514716949,7.162860135452053,7.133989360005122,7.468358591871084,7.429078663845935,7.322145334184947,7.254243164038938,7.258974213135343,7.196294107753963,7.488023034665058,7.565524462551127,7.5042242336730425,7.062141576026306,7.067570796524338,7.203901348275582,7.24270797495441,7.2921361086917,7.344689879534633,7.1223793984247665,7.196797335274902,7.2536706828496555,7.194606013983672,7.262996295577926,7.232031823695058,7.702221948839218,7.547349882587528,7.670341922632043,7.330856749150915,7.251000376101757,7.316156672888828,FGFR2_F_unique
MIA3,5253,Q5JRA6,1907,Melanoma inhibitory activity protein 3,,,"sp|Q5JRA6|TGO1_HUMAN Transport and Golgi organization protein 1 homolog OS=Homo sapiens (Human) OX=9606 GN=MIA3 PE=1 SV=1;sp|Q5JRA6-2|TGO1-2_HUMAN Isoform of Q5JRA6, Isoform 2 of Transport and Golgi organization protein 1 homolog OS=Homo sapiens (Human) OX",46,37.3,,7.72825729652188,7.793939315867615,7.804239369389234,8.033375802781437,8.031924356243682,8.044970161166606,7.642760417383655,7.679719614741711,7.588285802753918,8.02812769055955,8.0607320996842,8.0599847214093,7.741068798567518,7.726323876648552,7.7714898826736505,7.875723133317638,7.828909038447608,7.859165529973165,7.655649018920732,7.726181082915873,7.7802532064231285,7.941085205299547,7.877435958377328,7.854594577331393,8.322883231995549,8.330590468724004,8.30171019729704,7.776705860709743,7.810098089020915,7.829618773145948,FGFR2_F_unique
MICAL1,6334,Q8TDZ2,1067,Protein-methionine sulfoxide oxidase MICAL1,,,"sp|Q8TDZ2|MICA1_HUMAN [F-actin]-monooxygenase MICAL1 OS=Homo sapiens (Human) OX=9606 GN=MICAL1 PE=1 SV=2;sp|Q8TDZ2-4|MICA1-4_HUMAN Isoform of Q8TDZ2, Isoform 4 of [F-actin]-monooxygenase MICAL1 OS=Homo sapiens (Human) OX=9606 GN=MICAL1 PE=1 SV=2;sp|Q8TDZ2-",12,14.4,,7.133927603340667,7.217518367250474,7.195159600645032,6.907043484690419,6.917233475997145,6.974691749853194,7.191272863567719,7.181756171299454,7.159985456833502,6.8491658749216775,6.78863402127662,6.865929802284086,7.270968894427091,7.176786513168001,7.195101688559941,6.775751670288899,6.725563543289414,6.733558927749458,6.809125314795637,6.862707544134464,6.76264646505222,6.686855835250481,6.628646753481675,6.76970421636287,6.857673934391838,6.835408327125751,6.763355217554107,6.745824700906357,6.79674367617676,6.769200022040094,RAB11_unique
MICAL3,5722,Q7RTP6,2002,Protein-methionine sulfoxide oxidase MICAL3,,,"sp|Q7RTP6|MICA3_HUMAN [F-actin]-monooxygenase MICAL3 OS=Homo sapiens (Human) OX=9606 GN=MICAL3 PE=1 SV=2;tr|A0A5F9ZHV5|A0A5F9ZHV5_HUMAN Isoform of Q7RTP6, [F-actin]-monooxygenase MICAL3 OS=Homo sapiens (Human) OX=9606 GN=MICAL3 PE=1 SV=1;sp|Q7RTP6-2|MICA3-",23,12.9,,6.850898419034361,6.890496764396223,6.868114588975429,7.245807660828221,7.186721301936514,7.191870613684091,6.618998991776907,6.776858523411502,5.63838853416005,7.153598318234993,7.078502781010342,7.207950237272613,5.97886333345284,6.384601145497141,5.970223078621767,7.265160749182307,7.328263045639744,7.098870145055684,6.937494272962859,6.951812244063615,6.866412264180588,7.213716142655036,7.223946307363291,7.351965219858475,6.965541335198942,7.047478943873972,6.936013125364325,7.254164348322493,7.215688447274885,7.218368165581536,Receptor_profile
MICALL1,6069,Q8N3F8,863,MICAL-like protein 1,,,"sp|Q8N3F8|MILK1_HUMAN MICAL-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=MICALL1 PE=1 SV=2;tr|H0Y6J8|H0Y6J8_HUMAN Isoform of Q8N3F8, BMERB domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MICALL1 PE=1 SV=1",10,15.1,,6.317414355688702,6.357734390232565,6.361770062506766,6.479224605601985,6.490799712116042,6.4791674831644475,6.319409332655845,5.225319619365738,5.57059128040592,6.491041801171811,4.1643005959177195,6.4205276720994435,5.479451305832558,5.61085229842668,5.127773202140347,6.396999309128873,6.29151709517976,4.986279120942009,4.838947839505186,5.014690761046752,3.8703047633739156,6.439576211098041,6.4066158268863465,6.368084793693534,5.575605791175855,6.12326853441144,6.243545044046244,6.438390822076084,6.378905673940563,6.416531439403986,RE_Profile
MICU1,441,F6XEV2,478,"Calcium uptake protein 1, mitochondrial",,,"tr|F6XEV2|F6XEV2_HUMAN Isoform of Q9BPX6, Calcium uptake protein 1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MICU1 PE=1 SV=2;tr|A0A0U1RRK1|A0A0U1RRK1_HUMAN Isoform of Q9BPX6, Calcium uptake protein 1, mitochondrial OS=Homo sapiens (Human) OX=9606 G",7,16.5,,7.243940492456176,7.301055185196686,7.203021001110978,7.094930954664806,6.981552096602571,6.98260689048922,7.216663453912332,7.229683306754259,7.23634530946377,7.039550085758681,7.043023005245203,5.461872014791414,7.600781209962298,7.6096347334275505,7.589345739082576,7.017384431829071,6.962563455589407,6.966453814475448,6.918051155215951,7.1458795510124995,7.1669770219389495,6.8990925367628675,6.901819634798089,6.723844708428645,7.191023484229213,7.025306518210477,7.115110008591582,6.76382698270927,6.868655163419144,6.8240767987756685,RAB11_unique
MIER1,6038,Q8N108-17,485,Mesoderm induction early response protein 1,,,"sp|Q8N108-17|MIER1-17_HUMAN Isoform of Q8N108, Isoform 7 of Mesoderm induction early response protein 1 OS=Homo sapiens (Human) OX=9606 GN=MIER1 PE=1 SV=2;sp|Q8N108|MIER1_HUMAN Mesoderm induction early response protein 1 OS=Homo sapiens (Human) OX=9606 GN=",9,25.8,,6.063350885269676,5.820585967449901,5.332403535920074,6.635951493084464,6.540707654271632,6.531721195967487,3.8357894378818833,4.467439946825708,3.1759805916719497,6.49588387196429,6.622389281605314,6.548975517921447,5.891253411973709,5.608094739253808,5.888759647582001,6.448332375062663,6.4250645123143535,6.434668056557924,4.073873780737483,3.6046379324661264,5.9029338292697995,6.512882952903371,6.557702456124019,6.481787466248912,6.082837369655775,6.114083161508167,6.051133551971056,6.579488599752542,6.4546040837498335,6.551128536765689,RE_Profile
MINA,5909,Q8IUF8-4,464,Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA,,,"sp|Q8IUF8-4|RIOX2-4_HUMAN Isoform of Q8IUF8, Isoform 4 of Ribosomal oxygenase 2 OS=Homo sapiens (Human) OX=9606 GN=RIOX2 PE=1 SV=1;sp|Q8IUF8|RIOX2_HUMAN Ribosomal oxygenase 2 OS=Homo sapiens (Human) OX=9606 GN=RIOX2 PE=1 SV=1;sp|Q8IUF8-3|RIOX2-3_HUMAN Isof",8,18.8,,6.785706114798538,6.791984772474946,6.654278609433732,6.906019078088032,7.217503453032083,7.228840312013509,6.855970130986414,6.792087926067579,6.672143593308084,7.216342353253052,7.024275799991739,7.220440253217349,6.750142308028931,6.895355813471953,6.7789394391883615,6.940271932999609,7.001071063240596,6.984102756712504,6.42174619765133,6.529928470743151,6.423717807178401,7.01859967649403,7.108030462619328,7.106876777583007,6.531939215156743,6.666054186978368,6.74708141813457,7.059505235151252,7.073754931362498,7.029171060926552,RE_Profile
MINK1,6078,Q8N4C8-5,1275,Misshapen-like kinase 1,,,"sp|Q8N4C8-5|MINK1-5_HUMAN Isoform of Q8N4C8, Isoform 5 of Misshapen-like kinase 1 OS=Homo sapiens (Human) OX=9606 GN=MINK1 PE=1 SV=2;sp|Q8N4C8-2|MINK1-2_HUMAN Isoform of Q8N4C8, Isoform 1 of Misshapen-like kinase 1 OS=Homo sapiens (Human) OX=9606 GN=MINK1",8,10.6,,6.614945000120484,6.674994732206687,6.6835860415239425,6.372621838957567,6.431994206053464,6.536034367888728,6.653821452906376,6.769535021829521,6.717774061385002,6.362230845623585,6.339750689270034,6.406215626886519,6.427805935696958,6.335525211686637,6.391161601467813,6.429318132904787,6.395029642859171,6.436272952379505,6.562110427079068,6.489805614717709,6.433852108310521,6.322049508185872,6.428968481307629,6.354143095724167,6.5952385374189975,6.534372993608398,6.491913914485246,6.427682070069966,6.418621527828038,6.529733626464451,Receptor_profile
MINPP1,8293,Q9UNW1,487,Multiple inositol polyphosphate phosphatase 1,,,"sp|Q9UNW1|MINP1_HUMAN Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens (Human) OX=9606 GN=MINPP1 PE=1 SV=1;sp|Q9UNW1-4|MINP1-4_HUMAN Isoform of Q9UNW1, Isoform 4 of Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens (Human) OX=9606",8,21.6,,4.481426743807504,6.900823502947869,6.770491506547725,7.2840522128534815,7.063373870980071,6.995565651406986,-0.40586995916894963,4.053782858851443,4.741139893412075,7.007165134756036,7.295030817047105,7.119887301259949,2.480824122354604,5.247680903244496,3.1803576566329315,7.075295613078969,7.077497396707166,7.124102253046225,6.41198265167445,5.701540832638043,6.3977820354091985,7.186526153976707,7.0539380735750905,7.049034740982792,6.682458403547127,6.915924989712068,6.970905012142647,7.068623047939279,7.050360487946072,7.192320323261552,FGFR2_F_unique
MIOS,7874,Q9NXC5,875,WD repeat-containing protein mio,,,"sp|Q9NXC5|MIO_HUMAN GATOR complex protein MIOS OS=Homo sapiens (Human) OX=9606 GN=MIOS PE=1 SV=2;sp|Q9NXC5-2|MIO-2_HUMAN Isoform of Q9NXC5, Isoform 2 of GATOR complex protein MIOS OS=Homo sapiens (Human) OX=9606 GN=MIOS PE=1 SV=2",11,16,,6.853475921033567,6.755075719748581,6.769653689066733,6.822199770508571,6.820183620422596,6.816596202912858,6.537225682234484,6.436331813020751,6.426632306792105,6.9460447326246975,6.835074852775996,6.925022220896007,6.679856113362575,6.712701635939961,6.740017322019692,6.660813132021038,6.6242617528989225,6.72927031314916,6.457914294351094,6.588693282873061,6.649193321110827,6.7605737366475465,6.7982292961973485,6.771542748407363,6.641992884416915,6.461405007297317,6.510779943514156,6.661660928533391,6.710911473485723,6.706159807063075,RE_Profile
MISP,5937,Q8IVT2,679,Mitotic interactor and substrate of PLK1,,,sp|Q8IVT2|MISP_HUMAN Mitotic interactor and substrate of PLK1 OS=Homo sapiens (Human) OX=9606 GN=MISP PE=1 SV=1,50,71.1,,8.891882170817711,8.884619870296536,8.926405388421372,7.2954207839232215,7.336303215296008,7.249017401559026,8.891136615269039,8.995547173109147,8.900127248017348,7.150578782822839,7.177703478324357,7.25840428657472,8.8420129132643,8.868531284671048,8.876370902501664,8.45895238733782,8.406859071062687,8.30405085238317,8.425529568779325,8.463686188661288,8.474299761387053,8.395230194101455,8.42818380848786,8.380582979984725,8.538423880965306,8.662181170221384,8.654218026269364,8.407703574200026,8.39935946331231,8.521397490330223,RE_Profile
MITF,2638,O75030-12,468,Microphthalmia-associated transcription factor,,,"sp|O75030-12|MITF-12_HUMAN Isoform of O75030, Isoform 12 of Microphthalmia-associated transcription factor OS=Homo sapiens (Human) OX=9606 GN=MITF PE=1 SV=2;sp|O75030-4|MITF-4_HUMAN Isoform of O75030, Isoform B2 of Microphthalmia-associated transcription f",4,10.3,,6.253516832217127,5.136408924395511,6.191036927776205,4.8813410838421305,6.279954879300357,5.21065308726038,3.9085121111504586,3.693518487725688,1.662713689070805,6.326487895735096,6.382319354106829,6.399832201930118,3.460559182234171,4.265396906589403,4.011827330877047,6.484811410195841,5.915837349676543,6.369806112029504,6.365625344927962,6.429608154606065,4.950731162786562,6.579280303234915,6.38711214744749,6.453061617056274,6.488478097454899,6.294288144215605,6.239607152256644,6.57253864667903,6.543483432694817,6.565753219134678,FGFR2_F_unique
MKI67,3854,P46013,3256,Antigen KI-67,,,sp|P46013|KI67_HUMAN Proliferation marker protein Ki-67 OS=Homo sapiens (Human) OX=9606 GN=MKI67 PE=1 SV=2,128,49.4,,8.295425497333921,8.313049863956243,8.28209040139087,7.80459545339677,7.833930320037072,7.887032728428277,8.083205191437338,8.088763792022569,8.096214481983218,7.665783783491175,7.56158184461451,7.6538785223937404,8.317010993171479,8.356858218992054,8.317553214919727,8.470395921527615,8.381286733956301,8.433830330325678,8.242431118763843,8.269263755107447,8.248631570044372,8.496301033728596,8.539429887885209,8.526179660512055,8.465401743907359,8.428364962242506,8.366885734989449,8.584883018175804,8.599326078997242,8.589170151641024,RE_Profile
MKNK1,725,A0A499FJN1,412,MAP kinase-interacting serine/threonine-protein kinase 1,,,"tr|A0A499FJN1|A0A499FJN1_HUMAN Isoform of Q9BUB5, Protein kinase domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=MKNK1 PE=1 SV=1;tr|A0A499FIS5|A0A499FIS5_HUMAN Isoform of Q9BUB5, Protein kinase domain-containing protein OS=Homo sapiens (Human)",6,19.7,,6.204766307141035,6.276324390246577,6.303653439545842,6.532393917237445,6.324856373611182,6.387698887119486,6.2528891007284795,6.267171586709633,5.633170500136513,6.360435486524925,6.385716923215578,6.3346910550187445,5.401509979776932,6.373801702851847,6.316493236327326,6.385419080156349,6.369809303109351,6.505639519155233,3.7312427702549757,4.515210365449311,4.694012310922181,6.6097233595807126,6.396174355524078,6.440737760175043,6.226925248353406,6.278983962881899,6.338549471478335,6.6209730805313605,6.624497069767699,6.677831488788321,RE_Profile
MLEC,4815,Q14165,292,Malectin,,,"sp|Q14165|MLEC_HUMAN Malectin OS=Homo sapiens (Human) OX=9606 GN=MLEC PE=1 SV=1;tr|F5H1S8|F5H1S8_HUMAN Isoform of Q14165, Malectin domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MLEC PE=1 SV=1;tr|H0YG07|H0YG07_HUMAN Isoform of Q141",9,38.4,,7.6688739230859495,7.6255600693228285,7.7615838335032885,7.754367035259325,7.71420957383572,7.496174072496425,7.37040401406844,7.348478179949432,7.412730497590854,7.814600686074033,7.789670554443268,7.543230140452134,7.418020640059662,7.344501808701578,7.457892260380052,7.785210212790397,7.512455968178448,7.536376437953659,7.483421737448194,7.454233515667807,7.384011733482268,7.755598239614789,7.774060192649078,7.793828998260803,7.915754810641206,7.953040585970807,8.026688677836233,7.76119222748933,7.7589413887786876,7.630519025291942,FGFR2_F_unique
MLH1,3773,P40692,756,DNA mismatch repair protein Mlh1,,,"sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens (Human) OX=9606 GN=MLH1 PE=1 SV=1;tr|H0Y818|H0Y818_HUMAN Isoform of P40692, DNA_mis_repair domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MLH1 PE=1 SV=1;sp|P4069",13,22,,7.390502171311957,7.367739999727372,7.393106919868658,7.189355053258763,7.231487199978013,7.235319327854316,7.268560804934611,7.352613499175043,7.225657850915151,7.177386816416068,7.2013719321821545,7.2368597174324485,7.384357777869541,7.375110784286404,7.329582958336191,7.2022704883668816,7.108376753365518,7.189027863296665,6.839505355215975,6.944897485754019,6.750251622323453,7.151291046023445,7.153858947860782,7.1161139452664335,6.74616013742964,6.897805553375217,6.862258593785371,6.941654235705866,6.939495197364971,6.946829246855903,RE_Profile
