"","id","Majority protein IDs","Sequence length","Gene names","Protein names","Reverse","Potential contaminant","Fasta headers","Razor + unique peptides","Unique + razor sequence coverage [%]","Only identified by site","LFQ intensity R2M_GFPA_P_C_A_40_01","LFQ intensity R2M_GFPA_P_C_A_40_02","LFQ intensity R2M_GFPA_P_C_A_40_03","LFQ intensity R2M_GFPA_P_C_T_40_01","LFQ intensity R2M_GFPA_P_C_T_40_02","LFQ intensity R2M_GFPA_P_C_T_40_03","LFQ intensity R2M_GFPA_P_F_A_40_01","LFQ intensity R2M_GFPA_P_F_A_40_02","LFQ intensity R2M_GFPA_P_F_A_40_03","LFQ intensity R2M_GFPA_P_F_T_40_01","LFQ intensity R2M_GFPA_P_F_T_40_02","LFQ intensity R2M_GFPA_P_F_T_40_03","LFQ intensity R2M_R11A_P_F_A_40_01","LFQ intensity R2M_R11A_P_F_A_40_02","LFQ intensity R2M_R11A_P_F_A_40_03","LFQ intensity R2M_R11A_P_F_T_40_01","LFQ intensity R2M_R11A_P_F_T_40_02","LFQ intensity R2M_R11A_P_F_T_40_03","LFQ intensity R2A_R11G_P_C_A_40_01","LFQ intensity R2A_R11G_P_C_A_40_02","LFQ intensity R2A_R11G_P_C_A_40_03","LFQ intensity R2A_R11G_P_C_T_40_01","LFQ intensity R2A_R11G_P_C_T_40_02","LFQ intensity R2A_R11G_P_C_T_40_03","LFQ intensity R2A_R11G_P_F_A_40_01","LFQ intensity R2A_R11G_P_F_A_40_02","LFQ intensity R2A_R11G_P_F_A_40_03","LFQ intensity R2A_R11G_P_F_T_40_01","LFQ intensity R2A_R11G_P_F_T_40_02","LFQ intensity R2A_R11G_P_F_T_40_03"
"2300",3347,"P17050",411,"NAGA","Alpha-N-acetylgalactosaminidase","","","sp|P17050|NAGAB_HUMAN Alpha-N-acetylgalactosaminidase OS=Homo sapiens (Human) OX=9606 GN=NAGA PE=1 SV=2",4,11.9,"",NA,NA,NA,6.41761024971606,6.65118336671608,6.5253556359117,NA,NA,NA,6.53440206216376,6.47039100935726,6.64478010776052,NA,NA,NA,6.32944502274648,NA,6.44156852618983,NA,NA,NA,NA,NA,6.28168500100562,NA,6.28061123067298,NA,6.49469443031928,6.48441712674258,6.50051169983307
"2301",3348,"P17066",643,"HSPA6","Heat shock 70 kDa protein 6","","","sp|P17066|HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens (Human) OX=9606 GN=HSPA6 PE=1 SV=2",4,9.3,"",8.45693142903294,8.49523917460808,8.51223067621846,9.31908385969622,9.10409081215431,9.17372559735115,8.43419200265455,8.45687870200166,NA,9.3441087125776,9.28227155923661,9.34260898836486,NA,NA,8.40869766076289,9.08744801473873,9.14603354292296,8.9974132582315,8.59342790204213,8.58167659487459,8.59080276814143,9.12855348953152,9.06272573946032,9.20160497259364,8.91672489553509,9.02794323607877,8.90031817371859,9.12265161714412,9.26362035441898,9.20179005550824
"2302",3349,"P17096",107,"HMGA1","High mobility group protein HMG-I/HMG-Y","","","sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens (Human) OX=9606 GN=HMGA1 PE=1 SV=3;sp|P17096-3|HMGA1-3_HUMAN Isoform of P17096, Isoform HMG-R of High mobility group protein HMG-I/HMG-Y OS=Homo sapiens (Human) OX=9606 GN=HMGA1",8,57,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43237105686255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2303",3351,"P17152",192,"TMEM11","Transmembrane protein 11, mitochondrial","","","sp|P17152|TMM11_HUMAN Transmembrane protein 11, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=TMEM11 PE=1 SV=1",5,26.6,"",7.40157320376389,7.42620480442724,7.39744320297425,7.22558688352029,7.21983625729707,7.02028571806702,7.3277889114978,7.37775381553682,7.45422529895367,7.14972560605114,7.25560453085385,7.18399444292173,7.43255747907266,7.33907728987006,7.35679243667394,7.00563448231642,7.10945391073456,7.13995890799071,6.34795413951328,NA,NA,7.09446966887276,7.09698292568053,7.09831113579981,7.04779812629296,7.09268115237504,6.88811768046155,7.06790876941044,7.1103234772899,7.01582949496427
"2304",3352,"P17174",413,"GOT1","Aspartate aminotransferase, cytoplasmic","","","sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=GOT1 PE=1 SV=3;sp|P17174-2|AATC-2_HUMAN Isoform of P17174, Isoform 2 of Aspartate aminotransferase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=GOT1 PE=1 SV=",22,63.2,"",5.95941847388536,6.36961643149836,5.97493804202254,8.72479090041694,8.78118061465829,8.74278464043585,6.22914896349631,5.72024037317613,5.62371756850752,8.81727334459989,8.77584525943654,8.75054169880762,5.86939553603413,NA,NA,8.56630025876878,8.51304975827049,8.48593828646869,7.88864474427167,7.93385522073438,7.66010821386484,8.60043430052107,8.5604243044583,8.58306929816305,7.73135061633188,7.7809903726258,7.66186906956511,8.56795672275303,8.59451960594434,8.58329202114038
"2305",3354,"P17252",672,"PRKCA","Protein kinase C alpha type","","","sp|P17252|KPCA_HUMAN Protein kinase C alpha type OS=Homo sapiens (Human) OX=9606 GN=PRKCA PE=1 SV=4;tr|J3KRN5|J3KRN5_HUMAN Isoform of P17252, Protein kinase C alpha type OS=Homo sapiens (Human) OX=9606 GN=PRKCA PE=1 SV=1",7,12.9,"",7.02366992809313,6.99261429756236,6.97931903704246,6.41596167008898,6.53043872096328,6.39249971413536,6.91253127157099,6.96781831760217,6.9337973622144,6.55550041013015,6.24664794766982,6.73738520083323,6.49682269470481,7.0541746064022,6.83875033150467,6.47726078571578,6.35845902460782,6.62360857403077,6.31630039337259,6.34480376783839,6.71360494633608,6.2728788822742,6.35048812454239,6.13208080649687,6.14078185761642,6.33511023652449,6.58655415232193,6.20318283437619,6.2016132073238,6.14083482460995
"2306",3355,"P17275",347,"JUNB","Transcription factor jun-B","","","sp|P17275|JUNB_HUMAN Transcription factor jun-B OS=Homo sapiens (Human) OX=9606 GN=JUNB PE=1 SV=1",7,25.4,"",6.71057498067665,6.48002496482351,NA,6.67316323992408,6.71547180171273,6.61040130112387,NA,6.6526115038357,6.48568032641318,6.78769191721349,6.4735154040004,6.8666058484721,NA,NA,NA,6.88616214812601,6.86983384631086,7.1053477005322,NA,NA,NA,NA,6.26601756347805,NA,NA,NA,NA,6.51268529178576,6.56769449016223,6.37065409073948
"2307",3356,"P17301",1181,"ITGA2","Integrin alpha-2","","","sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens (Human) OX=9606 GN=ITGA2 PE=1 SV=1",27,32,"",7.49626881570995,7.53454179028571,7.53450481881692,7.92378265515575,8.00955622702453,8.0316970589092,7.12616940469517,7.19362226846487,7.17047018314598,8.0803550969809,8.04601794447257,8.04252407090846,7.08159585681507,6.7775888995346,7.10926495790965,7.97690614811323,7.99711789650573,7.98106377293188,7.35170150002322,7.41839688621664,7.34451612297621,7.95771634351533,7.93251596299891,7.92805860861486,7.52876886375868,7.57710998979362,7.52986183059136,7.88924103118709,7.92198622456854,7.92529620059728
"2308",3357,"P17342-2",540,"NPR3","Atrial natriuretic peptide receptor 3","","","sp|P17342-2|ANPRC-2_HUMAN Isoform of P17342, Isoform 2 of Atrial natriuretic peptide receptor 3 OS=Homo sapiens (Human) OX=9606 GN=NPR3 PE=1 SV=2;sp|P17342|ANPRC_HUMAN Atrial natriuretic peptide receptor 3 OS=Homo sapiens (Human) OX=9606 GN=NPR3 PE=1 SV=2",3,5,"",NA,6.24296841724644,NA,6.57632408029957,6.58102805513631,6.56911440498396,6.26627538981659,6.14631645732289,6.09319231554033,6.54820813640744,6.6269378796526,6.57509653601903,NA,NA,NA,6.52530862504417,6.55269474995255,6.54570863391103,6.23108915885449,6.3480371399224,6.38509200938339,6.63963375123695,NA,6.58801297720482,6.30414462533436,NA,6.33158078841442,6.59019293840993,6.43489320483721,6.37217163496573
"2309",3359,"P17535",347,"JUND","Transcription factor jun-D","","","sp|P17535|JUND_HUMAN Transcription factor jun-D OS=Homo sapiens (Human) OX=9606 GN=JUND PE=1 SV=3",7,32.6,"",6.42972352173576,NA,NA,6.8184966049881,6.89559271460738,6.84447398561386,NA,NA,NA,6.8312459367893,6.63847945213072,6.86150098762717,NA,NA,NA,6.85582608860616,6.83693531142072,6.99102740080405,NA,NA,NA,6.87209008082768,6.96518358482032,6.88135083512307,NA,6.75861904279556,NA,6.88185183055934,6.90912153565002,6.80698221649564
"2310",3360,"P17544-4",307,"ATF7","Cyclic AMP-dependent transcription factor ATF-7","","","sp|P17544-4|ATF7-4_HUMAN Isoform of P17544, Isoform 4 of Cyclic AMP-dependent transcription factor ATF-7 OS=Homo sapiens (Human) OX=9606 GN=ATF7 PE=1 SV=2;sp|P17544-2|ATF7-2_HUMAN Isoform of P17544, Isoform 1 of Cyclic AMP-dependent transcription factor AT",4,26.1,"",5.80021173945944,NA,5.74903734631195,6.2039282814547,6.25127159470261,6.3077764530836,5.93508152995939,NA,NA,6.36836060393396,6.36719696191733,6.36965042299456,NA,NA,NA,5.93157400913621,5.95505852058221,6.09100420254587,NA,5.98510109555514,NA,6.21298310683162,6.20211576065933,6.26916768279389,NA,5.79392120539593,5.89713346938142,6.24456001367678,6.09632622431729,6.21935956872047
"2311",3361,"P17568",137,"NDUFB7","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7","","","sp|P17568|NDUB7_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens (Human) OX=9606 GN=NDUFB7 PE=1 SV=4",7,47.4,"",6.48126555842237,NA,6.26171618293999,6.98324983078081,6.88362667808199,6.96250936710348,NA,NA,NA,6.97673785532858,7.03180123842551,7.02748634308648,6.37376313456133,6.56566962236259,NA,6.88316893862164,6.864803618195,6.72963032998067,NA,NA,NA,6.88529368020417,6.91824590227371,6.80201980215424,6.56729619210902,6.65779889923557,NA,6.8617948064674,6.91753830325305,6.81575588124795
"2312",3363,"P17612",351,"PRKACA","cAMP-dependent protein kinase catalytic subunit alpha","","","sp|P17612|KAPCA_HUMAN cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens (Human) OX=9606 GN=PRKACA PE=1 SV=2;sp|P17612-2|KAPCA-2_HUMAN Isoform of P17612, Isoform 2 of cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens",20,48.1,"",8.4784434574606,8.43184836184491,8.40603400989981,8.17836914249684,8.23224597793349,8.23081806829087,8.65674857262417,8.50813553802242,8.48771857195978,8.24525633604127,8.12983798838165,8.20926081415781,8.53789133730224,8.56225219092353,8.58222346180326,8.27786215962347,8.33761175866811,8.32902083146487,8.18689542543623,8.28811314936202,8.27817162614977,8.19371807084754,8.20163096008478,8.23145582093991,8.35369184261858,8.35766003995445,8.26185018994149,8.18544323609255,8.21856729343256,8.20705014829757
"2313",3364,"P17655",700,"CAPN2","Calpain-2 catalytic subunit","","","sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens (Human) OX=9606 GN=CAPN2 PE=1 SV=6;sp|P17655-2|CAN2-2_HUMAN Isoform of P17655, Isoform 2 of Calpain-2 catalytic subunit OS=Homo sapiens (Human) OX=9606 GN=CAPN2 PE=1 SV=6",38,61.4,"",8.72934430344842,8.75231862873196,8.78241472761035,8.34503986548888,8.31395901638288,8.31984164351304,8.66031066264986,8.84671230212836,8.74128241052136,8.31483613838672,8.29867957368053,8.27606478176073,8.66978213072489,8.69693920563462,8.70188990610608,8.31973767980631,8.34681650446597,8.37273079132936,8.37888756424657,8.34365278119008,8.34275317545866,8.38755745257466,8.40760168773204,8.40417369159664,8.40684390049391,8.46298964992041,8.43130426991992,8.40875538290167,8.36036664472371,8.40910505343227
"2314",3366,"P17676-2",322,"CEBPB","CCAAT/enhancer-binding protein beta","","","sp|P17676-2|CEBPB-2_HUMAN Isoform of P17676, Isoform 2 of CCAAT/enhancer-binding protein beta OS=Homo sapiens (Human) OX=9606 GN=CEBPB PE=1 SV=2;sp|P17676|CEBPB_HUMAN CCAAT/enhancer-binding protein beta OS=Homo sapiens (Human) OX=9606 GN=CEBPB PE=1 SV=2",7,42.5,"",6.68807766819613,7.01631285178181,6.82005369661785,6.78583179438729,6.92375597847238,6.96422355122406,6.95443586887843,NA,6.68598860731395,6.99310206222296,6.73378468197575,6.98630153651327,6.69530904644965,6.72795377001667,7.0061870730961,6.93455856231152,7.00376018042718,6.89058464961885,6.57457977058608,6.67637657973119,6.63892435079875,6.79118783365622,6.81599948880134,6.82283180789087,6.88806432972403,6.84078481630745,6.37923849931495,6.62728917906716,6.89027290026672,6.65434872846991
"2315",3368,"P17706-3",353,"PTPN2","Tyrosine-protein phosphatase non-receptor type 2","","","sp|P17706-3|PTN2-3_HUMAN Isoform of P17706, Isoform 3 of Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens (Human) OX=9606 GN=PTPN2 PE=1 SV=2;sp|P17706-2|PTN2-2_HUMAN Isoform of P17706, Isoform 2 of Tyrosine-protein phosphatase non-receptor",15,39.1,"",7.38414400230649,7.40657157336052,7.19237095662105,7.10316985743726,6.94662449372862,6.89094843495097,7.46624045391827,7.37509590096306,7.35903140244398,7.03335861395745,7.09643192360118,7.07336366222787,7.16588383956166,7.20924697510856,7.22517689563514,6.70215193323309,6.69000327191069,6.80235409455875,7.29155275653368,7.18011628367391,7.29099443513909,6.92147186734575,6.84561580390708,6.95671482176742,7.33692322176597,7.29693690725008,7.34089863311584,6.92706745625661,6.93092112792972,6.81540819361317
"2316",3370,"P17812",591,"CTPS1","CTP synthase 1","","","sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens (Human) OX=9606 GN=CTPS1 PE=1 SV=2;tr|B4E1E0|B4E1E0_HUMAN Isoform of P17812, CTP synthase OS=Homo sapiens (Human) OX=9606 GN=CTPS1 PE=1 SV=1;tr|A0A3B3IRI2|A0A3B3IRI2_HUMAN Isoform of P17812, CTP synthase",40,69.2,"",8.96510188963039,8.71590069650436,9.02642516171286,8.7898456824029,8.84115125697986,8.81317701535676,9.02694241649905,9.02972346846945,9.01762833418021,8.77380932117006,8.4647680912458,8.49999519579847,9.08603168233045,9.04211459880351,9.03380463136992,8.5673308924475,8.90510936366283,8.87227738231576,8.81926536929465,8.80260436966697,8.80095543497047,8.927070323392,8.59731764086752,8.94424083812732,8.82333608332035,8.90108278964135,8.8932515688658,8.5733056469908,8.92221345545941,8.97099799716647
"2317",3371,"P17844",614,"DDX5","Probable ATP-dependent RNA helicase DDX5","","","sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens (Human) OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Isoform of P17844, Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens (Human) OX=9606 GN=DDX5 PE=1 SV=1;sp|P17844-2",46,65,"",9.29365314654015,9.27253400672403,9.27626647774226,8.91529608594552,8.9899400205467,8.94772286939946,9.323283214772,9.31811211174057,9.27191592681633,8.78570490150772,8.81865032384633,8.88389262411892,9.33504432424163,9.26634495004002,9.27697282101298,9.02405440125224,9.00165682183654,9.02286423998972,9.23868255890045,9.33211955540037,9.24563766702552,9.10118989965918,9.08190860892779,9.08612760113795,9.32947114084741,9.40473973963092,9.36551954268135,9.0950561638479,9.06425026861064,9.10683867348745
"2318",3372,"P17858",780,"PFKL","ATP-dependent 6-phosphofructokinase, liver type","","","sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens (Human) OX=9606 GN=PFKL PE=1 SV=6;sp|P17858-2|PFKAL-2_HUMAN Isoform of P17858, Isoform 2 of ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens (Human) OX=960",25,46,"",8.2858299584047,8.30530534542961,8.3058972184642,7.92048003107122,8.03941099672373,7.97072149371629,8.20606145614708,8.11801912158905,8.23534279391319,7.98078679617057,7.94712936554942,8.04650039430133,8.26134420186053,8.18861173827751,8.16442725738574,8.08039980063091,8.06426262158223,8.13128810577705,7.89653130326217,7.9027834191145,7.75327237664559,8.03905340294879,8.00108184111031,7.91781335506942,7.99419381774256,8.02454125243457,8.04444699527392,7.89371125728112,7.89295623902633,7.99477016711254
"2319",3373,"P17900",193,"GM2A","Ganglioside GM2 activator","","","sp|P17900|SAP3_HUMAN Ganglioside GM2 activator OS=Homo sapiens (Human) OX=9606 GN=GM2A PE=1 SV=4;tr|H0YBY3|H0YBY3_HUMAN Isoform of P17900, ML domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=GM2A PE=1 SV=1;tr|E5RJD0|E5RJD0_HUMAN Isof",4,18.7,"",NA,NA,NA,6.56162402008603,6.59284054213289,6.43348456119495,NA,NA,NA,6.54515527690244,6.61560401452338,6.45232962994263,NA,NA,NA,6.66201582061009,6.5929477417688,6.94915325975409,6.38791766352579,6.33608588546158,6.25330324305948,6.83784039190246,6.55948507431267,6.76869527422057,6.47497104292261,6.46082818342589,6.44467900029861,6.60942866742076,6.62087666097371,6.61260310649916
"2320",3374,"P17931",250,"LGALS3","Galectin-3","","","sp|P17931|LEG3_HUMAN Galectin-3 OS=Homo sapiens (Human) OX=9606 GN=LGALS3 PE=1 SV=5;tr|G3V3R6|G3V3R6_HUMAN Isoform of P17931, Galectin OS=Homo sapiens (Human) OX=9606 GN=LGALS3 PE=1 SV=1",12,44.8,"",8.7696343693392,8.83084919684198,8.77589847660573,8.89956906302953,8.90815029875813,8.87766755859108,8.72236103824174,8.792433940619,8.88280774893708,8.91363597456252,9.01299169076748,8.93971577733498,8.36091252767747,8.31163068767687,8.31325880148643,9.07980401125449,9.0672267298814,9.04087092466945,8.60838431782181,8.56666308455384,8.51140958484838,8.83966659641603,8.86412961440453,8.84543183071057,8.45454843822905,8.43621001742132,8.34704967833261,8.84180433256474,8.8121622024624,8.81481847536937
"2321",3375,"P17987",556,"TCP1","T-complex protein 1 subunit alpha","","","sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens (Human) OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN Isoform of P17987, T-complex protein 1 subunit alpha OS=Homo sapiens (Human) OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN Is",41,83.1,"",9.48770079494048,9.48251161751092,9.52670126616504,9.24560110917107,9.35015778622528,9.34896093916985,9.72332997426656,9.64594975154715,9.66820917693393,9.09604662107129,9.2996941109686,9.38135305066004,9.38430863282925,9.34555130485072,9.35959575918006,9.24759636970803,9.16127182654956,9.16414653027579,9.54461376612321,9.56051678631198,9.46655051472973,9.38554230755675,9.35023997471895,9.33343847035354,9.49603729351591,9.39288379308001,9.50432141644071,9.37445304362025,9.33042220225426,9.32036217241028
"2322",3376,"P18031",435,"PTPN1","Tyrosine-protein phosphatase non-receptor type 1","","","sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens (Human) OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Isoform of P18031, Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens (Human) OX=9606 GN=PTPN1 PE=1",20,52.9,"",7.49369478167572,7.50157555517325,7.35522418777457,7.57435208556586,7.7308229367039,7.71339940033598,7.55812085620902,7.39777513930151,7.33445500685626,7.73414995422153,7.52384467379432,7.74686120758377,7.38826862698387,7.4750599533436,7.45529507337615,7.76884554346766,7.72464403268261,7.81798288708293,7.24730935687023,7.40665748176915,7.32288733153107,7.75642625997912,7.83501586380589,7.81647870138048,7.44468485795781,7.56008543457813,7.5691100087774,7.80472000817441,7.83338026867167,7.83518057543108
"2323",3378,"P18074",760,"ERCC2","TFIIH basal transcription factor complex helicase XPD subunit","","","sp|P18074|ERCC2_HUMAN General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens (Human) OX=9606 GN=ERCC2 PE=1 SV=1;tr|A8MX75|A8MX75_HUMAN Isoform of P18074, Helicase ATP-binding domain-containing protein (Fragment) OS=Homo sapien",15,23.3,"",7.65375764436959,7.6549725171898,7.70037895641862,7.40043612931726,7.38621085600614,7.40315152907052,7.56970492644466,7.64423088389642,7.64554470282624,7.38488807093499,7.33051033439495,7.26568940898858,7.73011502789371,7.72539515235084,7.69931166862444,7.512626806596,7.54130693377366,7.50859491393725,7.28300393464735,7.26029726534766,7.32458506998061,7.50735759556122,7.53965164939766,7.48811539936951,7.38332616014343,7.53914085041221,7.53947588924704,7.50616800378877,7.54726380067286,7.54674882104214
"2324",3379,"P18077",110,"RPL35A","60S ribosomal protein L35a","","","sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens (Human) OX=9606 GN=RPL35A PE=1 SV=2;tr|C9K025|C9K025_HUMAN Isoform of P18077, 60S ribosomal protein L35a (Fragment) OS=Homo sapiens (Human) OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WBS5|F8WBS5_HUMAN",12,60,"",9.28313901453655,9.2817610226743,9.15045736064021,8.68895185669503,8.67071782839121,8.63747783899327,9.24861364378265,9.20490730095661,9.19257749921052,8.5582037166133,8.63992225227678,8.70383368198653,9.13289802508253,9.14572040518296,9.08845243469364,8.70363825268752,8.83953897714589,8.83858381651397,9.06373869209822,9.0146266432339,9.09001736889248,8.90530660007873,8.91925380572697,8.90386896922365,9.16438987188656,9.21429460439404,9.05287494268793,8.87330273279485,8.85608317317773,8.68960673062627
"2325",3380,"P18084",799,"ITGB5","Integrin beta-5","","","sp|P18084|ITB5_HUMAN Integrin beta-5 OS=Homo sapiens (Human) OX=9606 GN=ITGB5 PE=1 SV=1;tr|V9GZ57|V9GZ57_HUMAN Isoform of P18084, Integrin beta (Fragment) OS=Homo sapiens (Human) OX=9606 GN=ITGB5 PE=1 SV=8;tr|V9GYZ1|V9GYZ1_HUMAN Isoform of P18084, Integrin",7,14.1,"",NA,NA,6.57636720806459,6.98835904129122,7.00170306708529,6.93390738503087,NA,NA,NA,7.00328848632049,6.99538146119904,6.79909462797796,NA,NA,NA,6.91537031125599,7.06801147198876,7.16572214929797,NA,NA,NA,6.83858108900289,6.9233851310016,6.75009197050206,NA,NA,NA,6.88011215476034,6.93453925641135,6.9456300125812
"2326",3381,"P18085",180,"ARF4","ADP-ribosylation factor 4","","","sp|P18085|ARF4_HUMAN ADP-ribosylation factor 4 OS=Homo sapiens (Human) OX=9606 GN=ARF4 PE=1 SV=3;tr|C9JPM4|C9JPM4_HUMAN Isoform of P18085, ADP-ribosylation factor 4 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=ARF4 PE=1 SV=1;tr|C9JAK5|C9JAK5_HUMAN Isoform",11,49.4,"",8.7637727551845,8.69569472088397,8.84208320289003,8.17965691023494,8.1625976813116,8.17358360213181,8.69635024836259,8.63297657229759,8.63624695300553,8.10607884694932,8.09682897571303,8.0614590824093,8.75367210750066,8.63923742431634,8.72681032592843,8.27323626757075,8.28110584753317,8.29081188258993,8.4240760225735,8.44442811113714,8.38008850719197,8.32829021236085,8.32856440395215,8.3347563136282,8.52621184659464,8.55591725313366,8.56628278707714,8.44409301820626,8.25798540331265,8.36550978916445
"2327",3382,"P18124",248,"RPL7","60S ribosomal protein L7","","","sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens (Human) OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN Isoform of P18124, 60S ribosomal protein L7 OS=Homo sapiens (Human) OX=9606 GN=RPL7 PE=1 SV=1",27,67.7,"",9.5281068378393,9.57016762739991,9.51860179617008,9.20594705080576,9.3390264372654,9.40105024852988,9.47255788085946,9.47282620369699,9.4961004375469,9.25921453093478,9.2361875329424,9.28565050122851,9.489055422667,9.51992705128548,9.50183331946864,9.40944450452032,9.46223499231901,9.46987813927178,9.19672252789342,9.2199530295966,9.28220865002423,9.27536775320537,9.27982453943507,9.32455041035327,9.46939802042007,9.5527114994172,9.55409617710214,9.28859777981838,9.29636614326173,9.31632853718425
"2328",3383,"P18146",543,"EGR1","Early growth response protein 1","","","sp|P18146|EGR1_HUMAN Early growth response protein 1 OS=Homo sapiens (Human) OX=9606 GN=EGR1 PE=1 SV=1",3,7,"",6.14673093166987,6.07395746089665,6.12152652724455,NA,NA,NA,NA,NA,NA,6.39027271037457,6.44255483244079,6.47159730588538,NA,NA,6.05194875696739,6.05395241068335,6.19566107032935,6.25856921369054,NA,NA,NA,NA,NA,NA,NA,5.87496793488052,5.87773311652588,6.17217019472834,6.06405853223138,6.08270069704709
"2329",3384,"P18206-2",1066,"VCL","Vinculin","","","sp|P18206-2|VINC-2_HUMAN Isoform of P18206, Isoform 1 of Vinculin OS=Homo sapiens (Human) OX=9606 GN=VCL PE=1 SV=4;sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens (Human) OX=9606 GN=VCL PE=1 SV=4",70,64.8,"",8.50522146797377,8.51583909887782,8.5149753238926,9.10878313793739,9.09480350477919,9.11297420626278,8.36564450340192,8.39857213340958,8.3822781442925,9.10951393757245,9.17065509837141,9.11647244381308,8.31294353750836,8.1684819421997,8.24378341078839,8.73041676088165,8.631530293247,8.68087281135593,8.71751194867644,8.72781705715186,8.70666717314789,9.0015796191169,8.99398017619198,9.04665360637886,8.65795562294017,8.66891635048141,8.58866275789408,9.02529519531018,8.94486643468846,9.01292283174052
"2330",3385,"P18433-6",793,"PTPRA","Receptor-type tyrosine-protein phosphatase alpha","","","sp|P18433-6|PTPRA-6_HUMAN Isoform of P18433, Isoform 2 of Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens (Human) OX=9606 GN=PTPRA PE=1 SV=3;sp|P18433|PTPRA_HUMAN Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens (Human) OX=",3,5.5,"",NA,NA,NA,NA,NA,6.50488010842391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2331",3386,"P18510-4",143,"IL1RN","Interleukin-1 receptor antagonist protein","","","sp|P18510-4|IL1RA-4_HUMAN Isoform of P18510, Isoform 4 of Interleukin-1 receptor antagonist protein OS=Homo sapiens (Human) OX=9606 GN=IL1RN PE=1 SV=1;sp|P18510-2|IL1RA-2_HUMAN Isoform of P18510, Isoform 2 of Interleukin-1 receptor antagonist protein OS=Ho",3,24.5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06395910245275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2332",3387,"P18583-2",2140,"SON","Protein SON","","","sp|P18583-2|SON-2_HUMAN Isoform of P18583, Isoform A of Protein SON OS=Homo sapiens (Human) OX=9606 GN=SON PE=1 SV=4;sp|P18583-5|SON-5_HUMAN Isoform of P18583, Isoform D of Protein SON OS=Homo sapiens (Human) OX=9606 GN=SON PE=1 SV=4;sp|P18583-7|SON-7_HUMA",53,34.5,"",8.02353803527774,7.98611130072312,7.95608032867032,7.93769085708715,7.9213333597309,7.92345948302342,7.74052454002005,7.78940423331341,7.78804929632262,7.98547579494147,7.90480763187079,7.95143034568083,7.85529598164387,7.9591822474496,7.65803925504068,8.45590118506787,8.51652367782018,8.49582317710428,8.09754426863007,8.05458103105088,8.03402801209912,8.46400993141623,8.46489835275715,8.44746027977929,7.98103925744815,7.96469151535969,7.92049084164866,8.44568847694804,8.53295447454023,8.46033959571151
